Date,Price,Open,High,Low,Vol.,Change %,Volume
1/14/2021,0.0094,0.008672,0.010064,0.008329,7.54B,8.43%,7540000000
1/13/2021,0.008669,0.008068,0.008669,0.007779,3.98B,7.47%,3980000000
1/12/2021,0.008066,0.008824,0.009136,0.007848,5.99B,-8.63%,5990000000
1/11/2021,0.008828,0.009829,0.009846,0.006727,11.36B,-10.20%,11360000000
1/10/2021,0.009831,0.010159,0.01085,0.009056,8.01B,-3.22%,8010000000
1/9/2021,0.010158,0.009753,0.010687,0.009658,6.61B,4.15%,6610000000
1/8/2021,0.009753,0.009728,0.010253,0.008834,5.48B,0.29%,5480000000
1/7/2021,0.009724,0.010443,0.010497,0.008972,7.15B,-6.88%,7150000000
1/6/2021,0.010443,0.00996,0.010968,0.009652,16.84B,4.87%,16840000000
1/5/2021,0.009958,0.009784,0.010319,0.008866,15.37B,1.82%,15370000000
1/4/2021,0.00978,0.009845,0.011493,0.007623,38.72B,-0.71%,38720000000
1/3/2021,0.00985,0.010493,0.013928,0.009381,71.68B,-6.09%,71680000000
1/2/2021,0.010489,0.005667,0.014008,0.005553,100.85B,85.27%,1.01E+11
1/1/2021,0.005661,0.004666,0.005676,0.004606,8.41B,21.33%,8410000000
12/31/2020,0.004666,0.004626,0.004756,0.004522,3.05B,0.84%,3050000000
12/30/2020,0.004627,0.004488,0.004718,0.004439,3.43B,3.11%,3430000000
12/29/2020,0.004488,0.004594,0.004622,0.004255,3.42B,-2.32%,3420000000
12/28/2020,0.004594,0.004549,0.004732,0.004509,3.59B,1.02%,3590000000
12/27/2020,0.004548,0.004511,0.004818,0.004399,5.62B,0.89%,5620000000
12/26/2020,0.004508,0.004558,0.004659,0.004412,5.18B,-1.21%,5180000000
12/25/2020,0.004563,0.004573,0.004638,0.004384,5.34B,-0.22%,5340000000
12/24/2020,0.004573,0.003764,0.004594,0.003673,6.35B,21.40%,6350000000
12/23/2020,0.003767,0.004515,0.004766,0.003604,8.03B,-16.55%,8030000000
12/22/2020,0.004514,0.004777,0.004866,0.004339,8.85B,-5.42%,8850000000
12/21/2020,0.004773,0.004645,0.005463,0.004339,32.48B,2.86%,32480000000
12/20/2020,0.004641,0.003919,0.004721,0.003815,23.48B,18.23%,23480000000
12/19/2020,0.003925,0.003862,0.004025,0.003799,4.57B,1.62%,4570000000
12/18/2020,0.003863,0.003723,0.003985,0.003606,4.75B,3.75%,4750000000
12/17/2020,0.003723,0.003419,0.004127,0.003397,9.51B,8.75%,9510000000
12/16/2020,0.003423,0.003203,0.003439,0.003174,1.81B,6.83%,1810000000
12/15/2020,0.003204,0.003226,0.003262,0.003169,1.11B,-0.62%,1110000000
12/14/2020,0.003224,0.003259,0.003285,0.003192,1.16B,-1.06%,1160000000
12/13/2020,0.003259,0.003164,0.003278,0.003149,1.15B,2.99%,1150000000
12/12/2020,0.003164,0.003076,0.00319,0.003072,1.10B,2.91%,1100000000
12/11/2020,0.003075,0.003109,0.003114,0.003001,996.31M,-1.09%,996310000
12/10/2020,0.003109,0.003158,0.003171,0.003058,780.04M,-1.55%,780040000
12/9/2020,0.003158,0.003176,0.003191,0.003006,1.28B,-0.57%,1280000000
12/8/2020,0.003176,0.003333,0.003368,0.003115,1.43B,-4.78%,1430000000
12/7/2020,0.003335,0.003388,0.003407,0.003309,1.04B,-1.56%,1040000000
12/6/2020,0.003388,0.003391,0.003447,0.003348,1.05B,-0.09%,1050000000
12/5/2020,0.003391,0.003285,0.003411,0.003255,1.12B,3.31%,1120000000
12/4/2020,0.003282,0.003433,0.003449,0.003272,1.65B,-4.40%,1650000000
12/3/2020,0.003433,0.003369,0.003522,0.003343,1.73B,1.91%,1730000000
12/2/2020,0.003369,0.003327,0.003457,0.003274,1.80B,1.47%,1800000000
12/1/2020,0.00332,0.003559,0.003585,0.003261,2.97B,-6.52%,2970000000
11/30/2020,0.003551,0.00344,0.003592,0.003408,2.45B,3.25%,2450000000
11/29/2020,0.00344,0.003393,0.003532,0.003345,1.61B,1.41%,1610000000
11/28/2020,0.003392,0.00327,0.003482,0.003236,2.14B,3.72%,2140000000
11/27/2020,0.00327,0.003251,0.003359,0.003089,2.94B,0.79%,2940000000
11/26/2020,0.003245,0.003716,0.003793,0.002945,7.72B,-12.69%,7720000000
11/25/2020,0.003716,0.004232,0.004287,0.003598,7.73B,-12.34%,7730000000
11/24/2020,0.00424,0.003682,0.004263,0.003551,13.30B,15.07%,13300000000
11/23/2020,0.003684,0.00334,0.003686,0.003231,5.15B,10.30%,5150000000
11/22/2020,0.00334,0.00351,0.003673,0.003159,5.99B,-4.84%,5990000000
11/21/2020,0.00351,0.002987,0.003587,0.002983,9.10B,17.54%,9100000000
11/20/2020,0.002986,0.002906,0.003023,0.002904,2.78B,2.79%,2780000000
11/19/2020,0.002905,0.002908,0.002963,0.002856,1.90B,0.06%,1900000000
11/18/2020,0.002904,0.002935,0.003017,0.002817,2.87B,-1.05%,2870000000
11/17/2020,0.002935,0.002879,0.002991,0.002874,3.21B,1.93%,3210000000
11/16/2020,0.002879,0.002773,0.003024,0.002745,3.97B,3.84%,3970000000
11/15/2020,0.002773,0.002766,0.00282,0.002732,1.32B,0.14%,1320000000
11/14/2020,0.002769,0.002811,0.002819,0.002708,1.88B,-1.49%,1880000000
11/13/2020,0.002811,0.002774,0.002855,0.002761,1.58B,1.36%,1580000000
11/12/2020,0.002773,0.002757,0.002797,0.002725,1.15B,0.57%,1150000000
11/11/2020,0.002757,0.00276,0.002863,0.00274,1.99B,-0.09%,1990000000
11/10/2020,0.00276,0.002671,0.002881,0.002632,2.52B,3.25%,2520000000
11/9/2020,0.002673,0.002707,0.002786,0.002651,1.48B,-1.26%,1480000000
11/8/2020,0.002707,0.00267,0.002745,0.002645,923.76M,1.40%,923760000
11/7/2020,0.00267,0.002757,0.002828,0.0026,2.24B,-3.16%,2240000000
11/6/2020,0.002757,0.002639,0.002815,0.002625,2.80B,4.46%,2800000000
11/5/2020,0.002639,0.002546,0.002666,0.002546,1.29B,3.64%,1290000000
11/4/2020,0.002546,0.002517,0.00256,0.002484,1.26B,1.17%,1260000000
11/3/2020,0.002517,0.002513,0.002529,0.002453,1.33B,0.10%,1330000000
11/2/2020,0.002514,0.002576,0.002588,0.00251,1.17B,-2.40%,1170000000
11/1/2020,0.002576,0.002569,0.002586,0.002557,657.41M,0.30%,657410000
10/31/2020,0.002568,0.002583,0.002599,0.002548,1.05B,-0.59%,1050000000
10/30/2020,0.002583,0.002576,0.002598,0.002512,1.64B,0.30%,1640000000
10/29/2020,0.002576,0.002583,0.00261,0.002512,1.22B,-0.27%,1220000000
10/28/2020,0.002583,0.002674,0.002696,0.002566,1.81B,-3.42%,1810000000
10/27/2020,0.002674,0.002666,0.002704,0.00262,2.38B,0.35%,2380000000
10/26/2020,0.002665,0.002651,0.002905,0.002634,5.75B,0.50%,5750000000
10/25/2020,0.002652,0.002634,0.002673,0.002618,1.13B,0.66%,1130000000
10/24/2020,0.002634,0.002644,0.00265,0.00261,969.00M,-0.38%,969000000
10/23/2020,0.002644,0.002647,0.00269,0.002627,959.32M,-0.10%,959320000
10/22/2020,0.002647,0.002624,0.002689,0.002618,1.33B,0.89%,1330000000
10/21/2020,0.002624,0.002595,0.002662,0.002593,1.70B,1.09%,1700000000
10/20/2020,0.002595,0.002592,0.002624,0.002581,1.36B,0.13%,1360000000
10/19/2020,0.002592,0.002592,0.002619,0.002573,1.41B,-0.04%,1410000000
10/18/2020,0.002593,0.002585,0.002605,0.002579,653.26M,0.32%,653260000
10/17/2020,0.002585,0.002604,0.002607,0.002575,597.98M,-0.72%,597980000
10/16/2020,0.002604,0.002601,0.00262,0.002554,1.42B,0.13%,1420000000
10/15/2020,0.0026,0.002638,0.002639,0.002572,1.27B,-1.44%,1270000000
10/14/2020,0.002638,0.002637,0.002661,0.002621,735.26M,0.05%,735260000
10/13/2020,0.002637,0.002669,0.002679,0.002629,926.05M,-1.11%,926050000
10/12/2020,0.002667,0.002681,0.002711,0.002628,1.26B,-0.55%,1260000000
10/11/2020,0.002681,0.002666,0.002704,0.002652,815.47M,0.59%,815470000
10/10/2020,0.002666,0.002657,0.002719,0.002652,1.71B,0.34%,1710000000
10/9/2020,0.002657,0.002605,0.00268,0.002594,2.47B,1.84%,2470000000
10/8/2020,0.002609,0.002594,0.002628,0.002555,2.26B,0.55%,2260000000
10/7/2020,0.002595,0.002599,0.002614,0.002559,2.16B,-0.28%,2160000000
10/6/2020,0.002602,0.002622,0.00263,0.002573,2.02B,-0.72%,2020000000
10/5/2020,0.002621,0.002638,0.002654,0.0026,1.82B,-0.66%,1820000000
10/4/2020,0.002638,0.002599,0.002676,0.002592,1.88B,1.61%,1880000000
10/3/2020,0.002597,0.00259,0.002634,0.002575,1.83B,0.26%,1830000000
10/2/2020,0.00259,0.002625,0.002633,0.002541,4.00B,-1.32%,4000000000
10/1/2020,0.002625,0.002634,0.002684,0.002569,2.36B,-0.34%,2360000000
9/30/2020,0.002634,0.002673,0.002682,0.002619,1.46B,-1.46%,1460000000
9/29/2020,0.002673,0.002648,0.002709,0.002635,2.20B,0.88%,2200000000
9/28/2020,0.002649,0.002697,0.002737,0.002624,1.60B,-1.77%,1600000000
9/27/2020,0.002697,0.002697,0.002733,0.002663,1.06B,0.00%,1060000000
9/26/2020,0.002697,0.002713,0.002753,0.002675,1.66B,-0.60%,1660000000
9/25/2020,0.002713,0.002631,0.002723,0.002616,2.11B,3.17%,2110000000
9/24/2020,0.00263,0.00255,0.002655,0.002533,1.40B,3.18%,1400000000
9/23/2020,0.002549,0.002643,0.002648,0.002539,1.50B,-3.56%,1500000000
9/22/2020,0.002643,0.0026,0.002655,0.002583,1.36B,1.40%,1360000000
9/21/2020,0.002606,0.002774,0.002799,0.002583,2.40B,-6.06%,2400000000
9/20/2020,0.002774,0.002792,0.0028,0.002725,1.69B,-0.62%,1690000000
9/19/2020,0.002792,0.002788,0.002808,0.002766,1.54B,0.15%,1540000000
9/18/2020,0.002787,0.002807,0.002815,0.002751,1.15B,-0.70%,1150000000
9/17/2020,0.002807,0.002793,0.002839,0.002771,1.41B,0.48%,1410000000
9/16/2020,0.002793,0.002829,0.002857,0.002783,2.02B,-1.25%,2020000000
9/15/2020,0.002829,0.00279,0.002868,0.002778,2.21B,1.39%,2210000000
9/14/2020,0.00279,0.002783,0.002811,0.00274,1.84B,0.26%,1840000000
9/13/2020,0.002783,0.002815,0.002817,0.002743,2.02B,-1.15%,2020000000
9/12/2020,0.002815,0.002796,0.002835,0.002762,2.28B,0.66%,2280000000
9/11/2020,0.002796,0.002805,0.002818,0.002743,2.79B,-0.29%,2790000000
9/10/2020,0.002805,0.00278,0.002846,0.002755,2.89B,0.87%,2890000000
9/9/2020,0.002781,0.002745,0.002803,0.002694,2.58B,1.27%,2580000000
9/8/2020,0.002746,0.002815,0.002836,0.002681,3.09B,-2.46%,3090000000
9/7/2020,0.002815,0.002783,0.002834,0.002688,4.32B,1.15%,4320000000
9/6/2020,0.002783,0.00276,0.002802,0.002693,5.15B,0.84%,5150000000
9/5/2020,0.00276,0.002877,0.002925,0.002697,5.07B,-4.06%,5070000000
9/4/2020,0.002877,0.002764,0.002965,0.002712,5.70B,3.60%,5700000000
9/3/2020,0.002777,0.003115,0.003129,0.002708,6.14B,-10.95%,6140000000
9/2/2020,0.003118,0.003242,0.003276,0.003015,5.65B,-3.83%,5650000000
9/1/2020,0.003242,0.00321,0.003286,0.003172,9.17B,1.00%,9170000000
8/31/2020,0.00321,0.003297,0.00331,0.003185,9.46B,-2.65%,9460000000
8/30/2020,0.003298,0.003276,0.003355,0.003262,8.48B,0.66%,8480000000
8/29/2020,0.003276,0.003263,0.003308,0.003229,8.48B,0.38%,8480000000
8/28/2020,0.003263,0.003205,0.003277,0.003166,6.57B,1.83%,6570000000
8/27/2020,0.003205,0.003288,0.00334,0.003143,10.01B,-2.67%,10010000000
8/26/2020,0.003293,0.003282,0.00334,0.003233,8.81B,0.39%,8810000000
8/25/2020,0.00328,0.003409,0.003421,0.00321,7.65B,-3.79%,7650000000
8/24/2020,0.003409,0.003397,0.003466,0.003376,2.90B,0.36%,2900000000
8/23/2020,0.003397,0.003437,0.003452,0.003368,1.97B,-1.16%,1970000000
8/22/2020,0.003437,0.003376,0.003454,0.003324,2.58B,1.80%,2580000000
8/21/2020,0.003376,0.003441,0.00356,0.003368,4.26B,-1.88%,4260000000
8/20/2020,0.003441,0.003419,0.003496,0.003375,2.06B,0.71%,2060000000
8/19/2020,0.003417,0.003477,0.003536,0.003345,3.36B,-1.74%,3360000000
8/18/2020,0.003477,0.003589,0.003713,0.003454,4.23B,-3.10%,4230000000
8/17/2020,0.003589,0.003535,0.003723,0.003497,5.55B,1.51%,5550000000
8/16/2020,0.003535,0.003535,0.003564,0.003446,3.20B,0.02%,3200000000
8/15/2020,0.003535,0.00357,0.003618,0.00348,3.76B,-0.99%,3760000000
8/14/2020,0.00357,0.003483,0.003586,0.003436,3.48B,2.51%,3480000000
8/13/2020,0.003483,0.003462,0.003515,0.00334,4.77B,0.61%,4770000000
8/12/2020,0.003462,0.003391,0.003511,0.003324,4.49B,2.08%,4490000000
8/11/2020,0.003391,0.003495,0.003574,0.003325,5.59B,-2.98%,5590000000
8/10/2020,0.003495,0.003468,0.00355,0.0034,4.52B,0.78%,4520000000
8/9/2020,0.003468,0.003514,0.003535,0.003411,3.56B,-1.29%,3560000000
8/8/2020,0.003514,0.003531,0.003544,0.003406,4.05B,-0.50%,4050000000
8/7/2020,0.003531,0.003559,0.003623,0.003406,4.80B,-0.77%,4800000000
8/6/2020,0.003559,0.003501,0.003658,0.003451,4.01B,1.63%,4010000000
8/5/2020,0.003501,0.003549,0.003584,0.003462,4.33B,-1.33%,4330000000
8/4/2020,0.003549,0.003372,0.003599,0.003362,4.95B,5.24%,4950000000
8/3/2020,0.003372,0.003333,0.003451,0.00331,4.20B,1.17%,4200000000
8/2/2020,0.003333,0.003713,0.003768,0.003134,8.03B,-10.24%,8030000000
8/1/2020,0.003713,0.003224,0.003839,0.003202,11.35B,15.17%,11350000000
7/31/2020,0.003224,0.003227,0.003244,0.003173,3.28B,-0.08%,3280000000
7/30/2020,0.003227,0.003171,0.003243,0.003132,2.87B,1.75%,2870000000
7/29/2020,0.003171,0.003198,0.003271,0.003161,3.23B,-0.39%,3230000000
7/28/2020,0.003184,0.003167,0.003224,0.003126,3.96B,0.53%,3960000000
7/27/2020,0.003167,0.003237,0.00324,0.003017,5.86B,-2.16%,5860000000
7/26/2020,0.003237,0.003252,0.003287,0.003177,4.57B,-0.47%,4570000000
7/25/2020,0.003252,0.003215,0.003326,0.003179,4.26B,1.16%,4260000000
7/24/2020,0.003215,0.003298,0.003308,0.003163,4.16B,-2.54%,4160000000
7/23/2020,0.003298,0.003289,0.003332,0.00326,3.89B,0.30%,3890000000
7/22/2020,0.003289,0.0033,0.003309,0.00321,3.52B,-0.36%,3520000000
7/21/2020,0.0033,0.003226,0.003311,0.003183,4.84B,2.32%,4840000000
7/20/2020,0.003226,0.003381,0.003437,0.003156,5.60B,-4.58%,5600000000
7/19/2020,0.003381,0.003455,0.003764,0.003314,9.43B,-2.15%,9430000000
7/18/2020,0.003455,0.003055,0.003654,0.003018,18.06B,13.09%,18060000000
7/17/2020,0.003055,0.002981,0.0031,0.00292,5.70B,2.49%,5700000000
7/16/2020,0.002981,0.003094,0.003097,0.002879,6.24B,-3.66%,6240000000
7/15/2020,0.003094,0.003294,0.003372,0.003062,5.24B,-6.01%,5240000000
7/14/2020,0.003291,0.00316,0.003383,0.00304,7.34B,4.17%,7340000000
7/13/2020,0.00316,0.003635,0.003644,0.003019,13.40B,-13.09%,13400000000
7/12/2020,0.003636,0.003808,0.003846,0.003601,6.56B,-4.52%,6560000000
7/11/2020,0.003808,0.003524,0.003956,0.003459,11.32B,8.02%,11320000000
7/10/2020,0.003525,0.004331,0.004332,0.003416,18.81B,-18.61%,18810000000
7/9/2020,0.004331,0.004743,0.005029,0.004077,24.23B,-8.95%,24230000000
7/8/2020,0.004757,0.003121,0.005425,0.003051,48.78B,52.41%,48780000000
7/7/2020,0.003121,0.002618,0.003259,0.002601,12.70B,19.21%,12700000000
7/6/2020,0.002618,0.002301,0.00262,0.002295,4.52B,13.78%,4520000000
7/5/2020,0.002301,0.002306,0.002314,0.002282,2.56B,-0.23%,2560000000
7/4/2020,0.002306,0.002322,0.002329,0.002302,2.60B,-0.66%,2600000000
7/3/2020,0.002322,0.002322,0.002338,0.002296,2.77B,0.00%,2770000000
7/2/2020,0.002322,0.002327,0.002347,0.00229,2.76B,-0.21%,2760000000
7/1/2020,0.002327,0.002314,0.002349,0.002301,2.79B,0.54%,2790000000
6/30/2020,0.002314,0.002305,0.002332,0.002288,2.86B,0.40%,2860000000
6/29/2020,0.002305,0.002315,0.002337,0.002296,3.05B,-0.42%,3050000000
6/28/2020,0.002315,0.002324,0.002367,0.002284,2.85B,-0.39%,2850000000
6/27/2020,0.002324,0.002358,0.002362,0.002277,2.69B,-1.45%,2690000000
6/26/2020,0.002358,0.002408,0.002419,0.002348,2.60B,-2.11%,2600000000
6/25/2020,0.002408,0.002425,0.002425,0.002382,2.76B,-0.67%,2760000000
6/24/2020,0.002425,0.002473,0.002487,0.002384,3.30B,-1.94%,3300000000
6/23/2020,0.002473,0.002472,0.002492,0.002459,3.03B,0.03%,3030000000
6/22/2020,0.002472,0.002449,0.002505,0.002438,3.15B,0.93%,3150000000
6/21/2020,0.002449,0.002458,0.002475,0.002431,2.85B,-0.38%,2850000000
6/20/2020,0.002458,0.002453,0.002464,0.002405,2.96B,0.22%,2960000000
6/19/2020,0.002453,0.002454,0.002474,0.002424,3.30B,-0.05%,3300000000
6/18/2020,0.002454,0.002481,0.002494,0.00243,3.26B,-1.07%,3260000000
6/17/2020,0.002481,0.002485,0.002494,0.002449,4.00B,-0.18%,4000000000
6/16/2020,0.002485,0.002477,0.002507,0.002421,4.29B,0.33%,4290000000
6/15/2020,0.002477,0.002482,0.002511,0.002394,5.07B,-0.19%,5070000000
6/14/2020,0.002482,0.002532,0.002536,0.002477,3.13B,-1.97%,3130000000
6/13/2020,0.002532,0.002523,0.00254,0.002487,3.85B,0.34%,3850000000
6/12/2020,0.002523,0.002456,0.002536,0.002441,4.46B,2.76%,4460000000
6/11/2020,0.002455,0.002585,0.002593,0.002421,4.62B,-5.00%,4620000000
6/10/2020,0.002585,0.002562,0.002599,0.002533,3.78B,0.91%,3780000000
6/9/2020,0.002562,0.002585,0.002592,0.002528,3.88B,-0.92%,3880000000
6/8/2020,0.002585,0.002607,0.00261,0.002547,3.68B,-0.82%,3680000000
6/7/2020,0.002607,0.002587,0.002613,0.002544,3.85B,0.77%,3850000000
6/6/2020,0.002587,0.002588,0.002598,0.002556,3.80B,-0.07%,3800000000
6/5/2020,0.002589,0.002632,0.002633,0.00257,3.75B,-1.66%,3750000000
6/4/2020,0.002632,0.002594,0.002666,0.002551,4.36B,1.45%,4360000000
6/3/2020,0.002594,0.002575,0.002609,0.002528,1.59B,0.77%,1590000000
6/2/2020,0.002575,0.002647,0.002652,0.002499,2.48B,-2.76%,2480000000
6/1/2020,0.002648,0.002573,0.002659,0.002529,1.86B,2.90%,1860000000
5/31/2020,0.002573,0.002616,0.002616,0.002545,1.73B,-1.82%,1730000000
5/30/2020,0.002621,0.002528,0.002631,0.002523,1.91B,3.66%,1910000000
5/29/2020,0.002528,0.002532,0.002544,0.00249,1.46B,-0.14%,1460000000
5/28/2020,0.002532,0.002511,0.002554,0.002483,1.87B,0.83%,1870000000
5/27/2020,0.002511,0.002506,0.002579,0.002452,1.99B,0.19%,1990000000
5/26/2020,0.002506,0.002537,0.002544,0.002458,2.20B,-1.20%,2200000000
5/25/2020,0.002537,0.002476,0.002547,0.002432,2.86B,2.44%,2860000000
5/24/2020,0.002476,0.002538,0.002563,0.002452,2.55B,-2.43%,2550000000
5/23/2020,0.002538,0.002538,0.002567,0.0025,2.40B,0.00%,2400000000
5/22/2020,0.002538,0.0025,0.002547,0.002436,2.42B,1.53%,2420000000
5/21/2020,0.0025,0.002517,0.002548,0.002419,2.62B,-0.70%,2620000000
5/20/2020,0.002517,0.002543,0.002563,0.002449,2.28B,-1.02%,2280000000
5/19/2020,0.002543,0.002537,0.002568,0.002477,2.34B,0.27%,2340000000
5/18/2020,0.002537,0.00253,0.002581,0.002511,27.20B,0.25%,27200000000
5/17/2020,0.00253,0.002512,0.002574,0.002508,26.59B,0.72%,26590000000
5/16/2020,0.002512,0.002492,0.002532,0.002479,27.09B,0.81%,27090000000
5/15/2020,0.002492,0.002575,0.002578,0.002469,27.28B,-3.23%,27280000000
5/14/2020,0.002575,0.00252,0.002644,0.002507,27.62B,2.21%,27620000000
5/13/2020,0.00252,0.002461,0.002536,0.002448,27.52B,2.38%,27520000000
5/12/2020,0.002461,0.002411,0.002513,0.002401,27.53B,2.12%,27530000000
5/11/2020,0.00241,0.002453,0.002536,0.002304,29.15B,-1.74%,29150000000
5/10/2020,0.002453,0.002604,0.002604,0.002277,29.42B,-5.82%,29420000000
5/9/2020,0.002604,0.002615,0.002632,0.002562,26.70B,-0.43%,26700000000
5/8/2020,0.002615,0.002661,0.002671,0.002583,26.42B,-1.69%,26420000000
5/7/2020,0.002661,0.002479,0.002692,0.002453,26.68B,7.32%,26680000000
5/6/2020,0.002479,0.002476,0.002576,0.002446,27.20B,0.12%,27200000000
5/5/2020,0.002476,0.002464,0.002542,0.002429,27.50B,0.48%,27500000000
5/4/2020,0.002464,0.002505,0.002522,0.002352,27.83B,-1.62%,27830000000
5/3/2020,0.002505,0.002541,0.002594,0.002462,27.45B,-1.43%,27450000000
5/2/2020,0.002541,0.002473,0.002551,0.002441,26.88B,2.77%,26880000000
5/1/2020,0.002473,0.00246,0.002552,0.002424,28.06B,0.52%,28060000000
4/30/2020,0.00246,0.002505,0.002689,0.002361,29.44B,-1.79%,29440000000
4/29/2020,0.002505,0.00232,0.002582,0.002299,28.58B,7.30%,28580000000
4/28/2020,0.002334,0.002343,0.002393,0.002297,29.41B,-0.37%,29410000000
4/27/2020,0.002343,0.002402,0.002425,0.002285,30.17B,-2.44%,30170000000
4/26/2020,0.002402,0.002123,0.002489,0.002101,32.33B,13.12%,32330000000
4/25/2020,0.002123,0.002081,0.002153,0.002064,31.93B,2.01%,31930000000
4/24/2020,0.002081,0.002054,0.002169,0.002045,32.24B,1.33%,32240000000
4/23/2020,0.002054,0.001998,0.002192,0.001985,32.38B,2.80%,32380000000
4/22/2020,0.001998,0.00195,0.002037,0.001942,32.85B,2.44%,32850000000
4/21/2020,0.00195,0.001978,0.002068,0.001925,33.89B,-1.42%,33890000000
4/20/2020,0.001979,0.002042,0.002078,0.00193,33.71B,-3.12%,33710000000
4/19/2020,0.002042,0.002047,0.00208,0.001998,33.18B,-0.25%,33180000000
4/18/2020,0.002047,0.002001,0.002064,0.001982,32.67B,2.33%,32670000000
4/17/2020,0.002001,0.001998,0.002031,0.001968,32.93B,0.15%,32930000000
4/16/2020,0.001998,0.001987,0.002034,0.001877,34.41B,0.53%,34410000000
4/15/2020,0.001987,0.001979,0.001998,0.001909,34.51B,0.41%,34510000000
4/14/2020,0.001979,0.001961,0.001997,0.00193,33.77B,0.90%,33770000000
4/13/2020,0.001961,0.001955,0.002019,0.001865,34.72B,0.00%,34720000000
4/12/2020,0.001961,0.002015,0.00204,0.001923,33.29B,-2.65%,33290000000
4/11/2020,0.002015,0.001962,0.002031,0.001917,33.91B,2.68%,33910000000
4/10/2020,0.001962,0.00202,0.002039,0.001871,35.79B,-2.89%,35790000000
4/9/2020,0.00202,0.002004,0.002048,0.00198,33.08B,0.83%,33080000000
4/8/2020,0.002004,0.002,0.002046,0.001953,33.43B,0.18%,33430000000
4/7/2020,0.002,0.001984,0.002029,0.001946,34.26B,0.83%,34260000000
4/6/2020,0.001984,0.00185,0.001986,0.001849,34.87B,7.20%,34870000000
4/5/2020,0.00185,0.001872,0.001938,0.001838,35.54B,-1.15%,35540000000
4/4/2020,0.001872,0.001841,0.001934,0.00183,35.42B,1.70%,35420000000
4/3/2020,0.001841,0.001877,0.00194,0.001823,36.04B,-1.91%,36040000000
4/2/2020,0.001876,0.001858,0.001943,0.001832,35.61B,0.73%,35610000000
4/1/2020,0.001863,0.0018,0.00189,0.001769,37.27B,3.50%,37270000000
3/31/2020,0.0018,0.001805,0.00189,0.001784,36.22B,-0.27%,36220000000
3/30/2020,0.001805,0.001721,0.001891,0.001713,36.56B,4.85%,36560000000
3/29/2020,0.001721,0.001774,0.001811,0.001706,37.16B,-2.99%,37160000000
3/28/2020,0.001774,0.001781,0.001864,0.001696,38.20B,-0.39%,38200000000
3/27/2020,0.001781,0.001825,0.001881,0.001769,36.48B,-2.39%,36480000000
3/26/2020,0.001825,0.001831,0.001894,0.001814,35.68B,-0.34%,35680000000
3/25/2020,0.001831,0.001844,0.001892,0.001792,36.15B,-0.72%,36150000000
3/24/2020,0.001844,0.001816,0.001911,0.001806,35.90B,1.54%,35900000000
3/23/2020,0.001816,0.001726,0.001868,0.001683,37.19B,5.21%,37190000000
3/22/2020,0.001726,0.001782,0.001925,0.001716,37.99B,-3.10%,37990000000
3/21/2020,0.001781,0.001773,0.001939,0.001673,37.63B,0.51%,37630000000
3/20/2020,0.001773,0.001763,0.001952,0.001647,37.63B,0.54%,37630000000
3/19/2020,0.001763,0.001672,0.001862,0.001573,77.34B,5.43%,77340000000
3/18/2020,0.001672,0.001703,0.00172,0.001631,2.58B,-1.79%,2580000000
3/17/2020,0.001703,0.001637,0.001721,0.001611,2.47B,4.02%,2470000000
3/16/2020,0.001637,0.001695,0.00172,0.001525,3.28B,-3.43%,3280000000
3/15/2020,0.001695,0.001687,0.001838,0.001641,2.76B,0.48%,2760000000
3/14/2020,0.001687,0.001753,0.001785,0.001627,2.79B,-3.79%,2790000000
3/13/2020,0.001753,0.00158,0.00179,0.001291,6.49B,10.58%,6490000000
3/12/2020,0.001585,0.002176,0.002179,0.001522,6.66B,-27.12%,6660000000
3/11/2020,0.002176,0.002205,0.002221,0.002109,2.06B,-1.35%,2060000000
3/10/2020,0.002205,0.002222,0.002264,0.002173,2.41B,-0.74%,2410000000
3/9/2020,0.002222,0.002179,0.002222,0.002094,2.84B,2.01%,2840000000
3/8/2020,0.002178,0.002408,0.002408,0.002169,2.58B,-9.55%,2580000000
3/7/2020,0.002408,0.002485,0.002497,0.002393,1.98B,-3.11%,1980000000
3/6/2020,0.002485,0.002479,0.002499,0.00244,1.83B,0.24%,1830000000
3/5/2020,0.002479,0.002424,0.002528,0.00242,1.90B,2.27%,1900000000
3/4/2020,0.002424,0.0025,0.002504,0.002373,1.96B,-3.02%,1960000000
3/3/2020,0.0025,0.00235,0.002533,0.002306,2.39B,6.38%,2390000000
3/2/2020,0.00235,0.002276,0.002379,0.002251,1.55B,3.26%,1550000000
3/1/2020,0.002276,0.002216,0.002295,0.002204,1.63B,2.70%,1630000000
2/29/2020,0.002216,0.00229,0.002319,0.00221,1.50B,-3.25%,1500000000
2/28/2020,0.00229,0.002328,0.002373,0.002218,1.63B,-1.59%,1630000000
2/27/2020,0.002327,0.002345,0.00241,0.002298,1.76B,-0.74%,1760000000
2/26/2020,0.002344,0.002476,0.002487,0.002207,2.34B,-5.30%,2340000000
2/25/2020,0.002476,0.002582,0.002591,0.002425,1.96B,-4.14%,1960000000
2/24/2020,0.002582,0.002679,0.002685,0.002553,1.79B,-3.58%,1790000000
2/23/2020,0.002678,0.002598,0.002679,0.002588,1.69B,3.08%,1690000000
2/22/2020,0.002598,0.002645,0.002656,0.002573,1.71B,-1.75%,1710000000
2/21/2020,0.002645,0.002651,0.002715,0.002598,1.77B,-0.24%,1770000000
